Number,Name,Region,Area,Island,County,Classification,Metres,Feet,Feature,Observations,Survey,Climbed,Country,Latitude,Longitude
17308,Clapton Hill,39: Central and Eastern England,,,Gloucestershire,Un,221,725,ground beneath trees by hedge junction,40m SSW of trig point,,,E,51.858687,-1.768624
17312,Tog Hill,39: Central and Eastern England,,,South Gloucestershire,2,221,725,no feature: pasture,flat summit area,,,E,51.453009,-2.380758
17584,Helsbury Castle,40: South West England,,,Cornwall,2,221,725,large embedded boulder,,Abney level,,E,50.584391,-4.708567
17585,Mulfra Hill,40: South West England,,,Cornwall,2,221,725,rock,flat summit area,,,E,50.164126,-5.570921
17586,Mapstone Hill,40: South West England,Dartmoor,,Devon,2,221,725,embedded boulder,summit is on field boundary,,,E,50.625083,-3.724221
18047,Drakenorth,41: South Central England,,,Dorset,2,221,725,,,,,E,50.784164,-2.66523
18048,Burrow Hill,41: South Central England,,,Somerset,2,221,725,no feature: pasture 10m E of hedgebank,,,,E,51.002973,-3.340207
18049,Dungehill,41: South Central England,,,Somerset,2,221,725,no feature: ground on W side of hedge,,Abney level,,E,51.16637,-2.430525
18388,Red Hill,42: South East England,,,Hampshire,2,221,725,,,,,E,51.118453,-1.041255
19270,Y Ceiliog Mawr,30B: Snowdonia,,,Gwynedd,2,221,725,rocky peak,,obvious summit,,W,53.117237,-4.101234
19551,Foel Fryniau,30D: Barmouth to Betws-y-Coed and Bala,The Rhinogs,,Gwynedd,2,221,725,not recorded,,,,W,52.856069,-4.031332
20547,Clondermot Hill [Corrody Hill] [Cnoc Chlann Diarmada],44B: Sperrin Mountains,Sperrin Mountains,,Derry and Strabane,Ma,221,725,,,,,I,54.959968,-7.323254
17590,Knowle Plantation,40: South West England,,,Devon,2,220.8,724,no feature: woodland,SE summit at SX 87464 89236 is 1.5m lower,,,E,50.694203,-3.599065
1538,Ward Hill,22: Shetland Islands,Shetland - South,Fair Isle,Shetland Islands,"Ma,2,SIB",220,722,ground by small cairn of concrete rubble,30m ESE of trig point and 3m higher,Abney level,,S,59.545906,-1.632756
1959,Holyhead Mountain,30A: Anglesey and the Lleyn Peninsula,North Wales - Anglesey,Holy Island (Anglesey),Anglesey [Sir Fon],"Ma,2,CoH,CoU,SIB",220,722,trig point on circular plinth,rock by plinth is highest visible point but higher ground may be hidden under plinth,obvious summit,,W,53.31341,-4.675573
2696,Hampsfell (Wainwright summit),34D: Lake District S,Lake District - Far Eastern Fells,,Cumbria,WO,220,722,viewfinder on top of hospice,summit of HuMP (hill 5618) is limestone paving 120m N by E at SD 39960 79489,Abney level,,E,54.206563,-2.922414
4963,Stoicleit an Iar [West Stocklett] [Stocleit an Iar],24B: Harris and Nearby Islands,"West of Tarbert, Harris",Lewis and Harris,Na h-Eileanan Siar [Western Isles],"Hu,2",220,722,cairn,ground at cairn is 2m higher than NE top at NG 10430 95031,Abney level,,S,57.849866,-6.883881
5188,Pen-y-coed,30E: Bala to Welshpool,The Berwyns,,Denbighshire [Sir Ddinbych],"Hu,2",220,722,no feature: ground by wall,summit in trees,,,W,52.964999,-3.154351
7756,Airy Hill,37: The River Tees to The Wash,,,Redcar and Cleveland,"2,sHu",220,722,no feature,summit area very flat,,,E,54.541796,-1.007555
7772,Cam Long Down,39: Central and Eastern England,,,Gloucestershire,"2,sHu",220,722,knoll by bushes,several small knolls but the one beside some bushes is the highest,Abney level,,E,51.693771,-2.32593
9172,Carn Lochan Dubh Braigh a' Ghlinne,14A: Loch Maree to Loch Broom,,,Highland,2,220,722,,,,,S,57.832566,-5.422516
9175,Carn an Ruidh Mhaoil,14A: Loch Maree to Loch Broom,,,Highland,2,220,722,,,,,S,57.808549,-5.479181
9649,Cnoc Ailein,16F: Lochinver to Ullapool,,,Highland,2,220,722,,,,,S,58.057006,-5.191328
9650,Ceann Garbh,16C: Tongue to Wick and Helmsdale,,,Highland,2,220,722,,,,,S,58.388528,-4.167179
9651,Tomich,16D: Altnaharra to Dornoch,,,Highland,2,220,722,heathery outcrop,,,,S,58.212881,-4.032113
9652,A' Creachan,16B: Durness to Loch Shin,,,Highland,2,220,722,,,,,S,58.539009,-4.580267
10287,Beinn a' Mhadaidh,17A: North Skye and Raasay,Skye & surrounding islands,Skye,Highland,2,220,722,no feature,,Abney level,,S,57.393234,-6.349417
10288,Cnoc Bealach na Ceardaich,17C: South-East Skye and Scalpay,Skye & surrounding islands,Skye,Highland,2,220,722,,,,,S,57.064142,-5.993367
10289,Ben Scudaig,17A: North Skye and Raasay,Skye & surrounding islands,Skye,Highland,2,220,722,,,,,S,57.381499,-6.399166
10630,Meall nan Coireachan,18A: Moidart and Ardnamurchan,,,Highland,2,220,722,,,,,S,56.731997,-6.003824
11013,Cnoc Lochan nan Ceardach,19A: Oban to Loch Fyne,,,Argyll and Bute,2,220,722,outcrop,ground 50m NNE at NM 80267 15497 and 70m WSW NM 80180 15434 may be as high,,,S,56.280503,-5.551654
11023,Corr Leathad,19A: Oban to Loch Fyne,,,Argyll and Bute,2,220,722,no feature: grass and heather,,,,S,56.315493,-5.51019
11705,Tor Hill,21B: Fraserburgh to the Dee Valley,,,Aberdeenshire,2,220,722,,,,,S,57.387597,-2.795117
13469,Crairiepark Hill,27C: The Glenkens to Annandale,Carsphairn Hills,,Dumfries and Galloway,2,220.1,722,ground by wall,"natural ground by folly, 360m NNW, at NS 84516 04827 is probably just lower",,,S,55.320924,-3.819401
14722,Ffridd Goetre-isaf,30D: Barmouth to Betws-y-Coed and Bala,,,Gwynedd,2,220,722,,,,,W,52.745279,-4.010247
15365,Pen Pant-glas,31C: South-West Wales,,,Cardiganshire [Ceredigion],2,220,722,no feature: ground in S corner of field,,,,W,52.159588,-4.160539
15782,Allt Ystradwalter,32A: Llandovery to Monmouth,,,Carmarthenshire [Sir Gaerfyrddin],2,220,722,,,,,W,52.011993,-3.758631
16182,Newton Fell,34D: Lake District S,Lake District - Far Eastern Fells,,Cumbria,2,220,722,sharp outcrop,outcrop 15m SE is 20cm lower,Abney level,,E,54.2381,-2.909615
16439,Winterley Cobba,"36: Lancashire, Cheshire and S Pennines",Yorkshire Dales - Southern Fells,,North Yorkshire,2,220,722,no feature: grass,,,,E,53.982869,-2.1721
16734,Hanchurch Hills,"36: Lancashire, Cheshire and S Pennines",,,Staffordshire,2,220,722,,,,,E,52.95445,-2.239602
17098,Bircham Wood,38B: Welsh Borders S,,,Gloucestershire,2,220,722,hummock: next to path,,,,E,51.784838,-2.638492
17099,Leysters Hill,38B: Welsh Borders S,,,Herefordshire,2,220,722,,,,,E,52.269698,-2.646213
17313,Colborough Hill,39: Central and Eastern England,,,Leicestershire,2,220,722,grassy hump,,obvious summit,,E,52.638317,-0.876755
17588,Pitton Hill,40: South West England,,,Devon,2,220,722,no feature,,,,E,50.740566,-3.774864
18051,Lamyatt Beacon,41: South Central England,,,Somerset,2,220,722,no feature: ground by cabin,summit in trees,,,E,51.123895,-2.473569
18389,Goleigh Hill,42: South East England,,,Hampshire,2,220,722,trig point,,,,E,51.072233,-0.963777
18637,Garth Goch,30E: Bala to Welshpool,The Berwyns,,Gwynedd,2,220,722,2m high boulder,,Abney level,,W,52.909112,-3.558699
20546,Inch Top,45A: North East Donegal,Inishowen,,Donegal,Ma,220,722,,,,,I,55.07315,-7.510764
20684,Muckanagh Hill,46B: Nephin Beg Range,North Mayo,,Mayo,Hu,220,722,,,,,I,53.901526,-9.418651
18891,Knoyle Hill,41: South Central England,,,Wiltshire,Un,219.5,720,no feature,level summit area is in trees,Abney level,,E,51.075861,-2.146823
19712,Studdel Hills,27A: Ayr to the River Clyde,,,Inverclyde,2,219.6,720,ground by tree,White Hill 950m SSW at NS 21751 68941 is 1.7m lower,,,S,55.888378,-4.844821
4589,Cnoc na h-Airighe,01E: Loch Long to Loch Lomond,,,Argyll and Bute,"Hu,2",219,719,rock outcrop with trig point bolt,,,,S,56.071511,-4.85649
13465,Moss Castle,27C: The Glenkens to Annandale,,,Dumfries and Galloway,2,219,719,no feature: grass,,,,S,55.069931,-3.428988
14234,Kinninghall Hill,28B: The River Tweed to the English Border,The Cheviots,,Scottish Borders,2,219,719,grass mound,,,,S,55.426124,-2.732828
21033,Boheh Hill,47C: Maumturk Mountains,Croagh Patrick,,Mayo,Hu,219,719,,,,,I,53.751704,-9.545495
21034,Callahaniska,50A: Iveragh Peninsula N,Glenbeigh Horseshoe,,Kerry,Hu,219,719,,,,,I,52.058245,-9.88151
21035,Hill of Allen,56B: Slieve Bloom Mountains,North Midlands,,Kildare,Hu,219,719,,,,,I,53.228842,-6.864222
21036,Meenavally,45A: North East Donegal,Donegal NW,,Donegal,Hu,219,719,,,,,I,54.828606,-7.728454
9653,Creag Meadie East Top,16C: Tongue to Wick and Helmsdale,,,Highland,2,219,718,outcrop in heather,,,,S,58.507617,-4.120537
10290,Cnoc Loch Horaveg,17C: South-East Skye and Scalpay,Skye & surrounding islands,Skye,Highland,2,219,718,,,,,S,57.046167,-5.993084
10631,Beinn a' Bhaillidh West Top,18A: Moidart and Ardnamurchan,Ardnamurchan to Sound of Sleat,Eilean Shona (t),Highland,2,219,718,,,,,S,56.796786,-5.859977
11014,A' Chruach,19C: Loch Fyne to Bute and the Firth of Clyde,,,Argyll and Bute,2,219,718,,,,,S,55.911131,-5.268743
11015,Cruach na Meala,19B: Knapdale and Kintyre,,,Argyll and Bute,2,219,718,,,,,S,55.867929,-5.623272
11016,Barr Beithe,19A: Oban to Loch Fyne,,,Argyll and Bute,2,219,718,no feature: heather,,,,S,56.254108,-5.465074
11018,Tom Donn,19A: Oban to Loch Fyne,,,Argyll and Bute,2,219,718,no feature,summit is in trees,,,S,56.37906,-5.407748
11019,Caisteal Suidhe Cheannaidh,19A: Oban to Loch Fyne,,,Argyll and Bute,2,219,718,rock on ramparts 3m W of cairn,dun covers natural summit,,,S,56.369164,-5.19202
11421,Druim Airigh an t-Sluic,"20A: Jura, Scarba and Colonsay","Islay, Jura & surrounding islands",Jura,Argyll and Bute,2,219,718,,,,,S,56.075446,-5.837287
11422,Cnocan Donn,20C: Arran and Holy Island,Firth of Clyde to Mull of Kintyre,Arran,North Ayrshire,2,219,718,trig point,,,,S,55.472471,-5.3059
11706,Hill of Greenfold,21A: Tomintoul to Banff,,,Aberdeenshire,2,219,718,,,,,S,57.459747,-2.748346
11834,Sneugie,22: Shetland Islands,Shetland - West,Shetland Mainland,Shetland Islands,2,219,718,rock in cairn 9m NE of trig point,,,,S,60.348971,-1.297066
12338,Heacla,24D: Barra to Barra Head,South of Barra,Mingulay,Na h-Eileanan Siar [Western Isles],2,219,718,,,,,S,56.803466,-7.641435
12939,Cullaloe Hills,26A: Central Scotland from Dumbarton to Montrose,,,Fife,2,219,718,no feature,,,,S,56.082998,-3.314839
12940,Balthayock Hill,26A: Central Scotland from Dumbarton to Montrose,,,Perth and Kinross,2,219,718,,,,,S,56.401253,-3.3156
13466,Rosehill,27C: The Glenkens to Annandale,,,Dumfries and Galloway,2,219,718,ground by trig point,,,,S,55.133594,-3.728824
13467,Bargain Hill,27B: Carrick and Galloway,,,South Ayrshire,2,219,718,no feature: pasture,,,,S,55.156899,-4.840547
14230,Morebattle Hill,28B: The River Tweed to the English Border,,,Scottish Borders,2,219,718,trig point,ground just SW may be as high,,,S,55.508226,-2.364148
15368,Brynyreglwys,31C: South-West Wales,,,Carmarthenshire [Sir Gaerfyrddin],2,219,718,no feature: ground by hedgebank,flat summit area,,,W,52.060021,-3.97644
16030,Wreighill Pike,33: Northumberland,,,Northumberland,2,219,718,trig point,,,,E,55.313737,-2.031697
16739,Barnacre Moor,"36: Lancashire, Cheshire and S Pennines",,,Lancashire,2,218.9,718,no feature,grass mound 250m SSW at SD 53185 47436 is 1.2m lower,,,E,53.922845,-2.712308
17100,Breakheart Hill,38B: Welsh Borders S,,,Gloucestershire,2,219,718,no feature: ground by stile,,,,E,51.87019,-2.47807
17314,Stinchcombe Hill,39: Central and Eastern England,,,Gloucestershire,2,219,718,ground 8m E of trig point,,Abney level,,E,51.681995,-2.381475
17315,Stile Cop,39: Central and Eastern England,,,Staffordshire,2,219,718,mound,ground 70m ESE at SK 03732 15083 may be as high,,,E,52.7336,-1.947171
17587,Tregearedown Beacon,40: South West England,,,Cornwall,2,219,718,no feature: pasture,summit area very flat,,,E,50.654755,-4.476394
16031,Kay Hill,33: Northumberland,,,Northumberland,Un,218.6,717,no feature: spruce wood,,,,E,55.53511,-1.882339
5496,Dere Street,35A: North Pennines,,,Darlington/Durham,CoU,218,715,no feature,parking by highest point,,,E,54.615638,-1.681953
8447,Craigmore,07B: Braemar to Montrose,,,Aberdeenshire,2,218,715,,,,,S,57.058631,-2.67266
8448,Knock Hill,07B: Braemar to Montrose,,,Aberdeenshire,2,218,715,,,,,S,56.908892,-2.395732
8449,Ord of Tillyfumerie,07B: Braemar to Montrose,,,Aberdeenshire,2,218,715,,,,,S,56.991783,-2.566124
8737,Cruach an Fhearainn Duibh,10D: Mallaig to Fort William,,,Highland,2,218,715,,,,,S,56.876472,-5.753251
9173,Cnoc Bad nan Cuileag,14A: Loch Maree to Loch Broom,,,Highland,2,218,715,,,,,S,57.834434,-5.453029
9174,Carn Mhic'ille Riabhaich,14A: Loch Maree to Loch Broom,,,Highland,2,218,715,,,,,S,57.798806,-5.538854
9316,Knock Farril,15B: Loch Vaich to Moray Firth,,,Highland,2,218,715,outcrop,,obvious summit,,S,57.592183,-4.502148
9654,Cnuic na Braclach,16F: Lochinver to Ullapool,,,Highland,2,218,715,,,,,S,58.053631,-5.18255
9655,Cnoc Lochan Nigheadh,16F: Lochinver to Ullapool,,,Highland,2,218,715,boulder,,,,S,58.08656,-5.092489
9656,Cnoc na Gamhna,16D: Altnaharra to Dornoch,,,Highland,2,218,715,,,,,S,58.300239,-4.233453
11020,Cnoc Tighnabruaich,19C: Loch Fyne to Bute and the Firth of Clyde,,,Argyll and Bute,2,218,715,,,,,S,55.918307,-5.269348
11707,Hill of Blackford,21B: Fraserburgh to the Dee Valley,,,Aberdeenshire,2,218,715,,,,,S,57.399012,-2.495847
12938,Drumcarrow Craig,26A: Central Scotland from Dumbarton to Montrose,,,Fife,2,218,715,large cairn W of trig point,,,,S,56.30815,-2.875587
12941,Glenduckie Hill,26A: Central Scotland from Dumbarton to Montrose,,,Fife,2,218,715,no feature,summit area in trees,,,S,56.362593,-3.162464
13470,Barrs Hill,27C: The Glenkens to Annandale,,,Dumfries and Galloway,2,218,715,no feature: ground N of trees,,,,S,55.135757,-3.546453
14231,Duns Law,28A: Firth of Forth to the River Tweed,,,Scottish Borders,2,218,715,bump with stones,,,,S,55.785169,-2.344483
14723,Y Foel,30A: Anglesey and the Lleyn Peninsula,,,Gwynedd,2,218,715,mossy collapsed cairn,,,,W,52.995691,-4.289041
14724,Ffridd Mathrafal,30E: Bala to Welshpool,The Berwyns,,Powys,2,218,715,ground by water tank,,,,W,52.691457,-3.310859
15369,Cae Fedw,31B: Welshpool to Hay-on-Wye,,,Powys,2,218,715,no feature: ground in copse,,,,W,52.542563,-3.220123
16440,Steeling Hill,"36: Lancashire, Cheshire and S Pennines",Yorkshire Dales - Southern Fells,,North Yorkshire,2,218,715,no feature: pasture,flat summit area,Abney level,,E,53.992293,-2.175433
16738,Highfield Hill,"36: Lancashire, Cheshire and S Pennines",,,Derbyshire,2,218,715,no feature: ground at corner of field,,,,E,53.288881,-1.465659
17589,Crosshill,40: South West England,,,Devon,2,218,715,no feature,,,,E,50.737233,-3.750857
18050,Little Hangman,40: South West England,Exmoor,,Devon,2,218,715,no feature: ground 3m N of bench,,,,E,51.214182,-4.0273
18391,Truleigh Hill,42: South East England,,,West Sussex,"Hu,2",217.8,715,ground by trees,possibly engineered by man; ground E of service road at TQ 22514 10760 is 1m lower but may be more natural; field 7m S of trig is 2m lower,,,E,50.88363,-0.259962
19263,Goonamarris North Hill,40: South West England,,,Cornwall,2,218,715,no feature,,,,E,50.364109,-4.878128
20548,Gortmonly Hill,44B: Sperrin Mountains,Sperrin Mountains,,Derry and Strabane,Ma,218,715,,,,,I,54.918068,-7.383217
21037,Carrigeen Hill,56B: Slieve Bloom Mountains,South Midlands,,Laois,sHu,218,715,,,,,I,53.056198,-7.177494
21038,Kilcullen Hill,"54B: Waterford, Kilkenny, Carlow",Blackstairs Mountains,,Wexford,sHu,218,715,,,,,I,52.585875,-6.649276
21039,Shantemon,56A: Central Lowlands,North Midlands,,Cavan,Hu,218,715,,,,,I,54.013832,-7.292952
4811,Cruach Ardura,17E: Mull and Nearby Islands,Mull & surrounding islands,Mull,Argyll and Bute,"Hu,2",217.6,714,ground on E side of cairn,ground close to Millennium stone at NM 68915 29550 is 10cm lower,Abney level/Leica RX1250,,S,56.401778,-5.747262
15366,Gaer-fawr Hill,30E: Bala to Welshpool,,,Powys,2,217.6,714,no feature,summit in trees,Trimble GeoXH 6000,,W,52.709047,-3.150159
17595,Deveral Common,40: South West England,,,Cornwall,Un,217.5,714,earthwork,,,,E,50.12198,-5.633075
18054,Urchfont Hill,41: South Central England,,,Wiltshire,"2,sHu",217.5,714,flagpole on mound,mound is probably manmade: ground 100m SW is lower than the base of the summit mound,Abney level,,E,51.298783,-1.943699
19539,Ravelrig Hill,28A: Firth of Forth to the River Tweed,,,Edinburgh,2,217.6,714,no feature,,,,S,55.887245,-3.360208
19586,Wheatsheaf Hill,42: South East England,,,Kent,2,217.7,714,ground by artificial mound,summit is in trees; summit 300m WNW at TQ 48711 51719 is 1m lower,,,E,51.244101,0.133577
15371,Copa Shon,31A: Aberystwyth to Welshpool,,,Powys,2,217.3,713,no feature: grass 2m from fence,,,,W,52.57821,-3.800271
1582,Eilean Shiophoirt [Seaforth Island] [Eilean Shiphoirt],24A: Lewis and Nearby Islands,Around Parc & The Shiant Islands,Mono Tump island,Na h-Eileanan Siar [Western Isles],"Ma,2,SIB",217,712,embedded rock adjacent to cairn,,obvious summit,,S,58.000596,-6.728352
1944,Lamberton Hill [Ayton Hill],28A: Firth of Forth to the River Tweed,,,Scottish Borders,"Ma,2",217.1,712,no feature,ground 60m NNE at NT 94467 58700 and trig point at NT947584 are lower; ground on E summit at NT 94814 58498 is 1m lower,Abney level/Leica RX1250,,S,55.821066,-2.090298
2917,Firle Beacon,42: South East England,,,East Sussex,"Ma,2",217,712,knoll 10m W of trig point,knoll is 90cm higher than flush bracket of trig point,Abney level,,E,50.833787,0.108146
5073,Crawston Hill,27C: The Glenkens to Annandale,,,Dumfries and Galloway,"Hu,2",217,712,large cairn,large cairn 400m NE at NX 88927 85886 may be as high,,,S,55.152177,-3.749215
5245,Pentre Newydd Hill,31C: South-West Wales,,,Pembrokeshire [Sir Benfro],"Hu,2",217,712,,,,,W,51.958065,-4.931163
6152,Bruxie Hill,07B: Braemar to Montrose,,,Aberdeenshire,"2,sHu",217,712,,,,,S,56.912766,-2.293954
8115,Mam Mor,01E: Loch Long to Loch Lomond,,,Argyll and Bute,2,217,712,,,,,S,56.050831,-4.8565
8116,Maol an Iaruinn West Top,01C: Loch Lomond to Strathyre,,,Stirling,2,217,712,,,,,S,56.149514,-4.491863
8738,Beinn Chaorach,10D: Mallaig to Fort William,,,Highland,2,217,712,,,,,S,56.888844,-5.700288
8739,Torr Beag,10A: Glen Shiel to Loch Hourn and Loch Quoich,,,Highland,2,217,712,ground 1m N of cairn,outcrop 8m E of cairn at NG 88365 16781 and rock 25m E at NG 88386 16769 are as high,Abney level,,S,57.192836,-5.504514
9657,Creag nam Fiadh,16F: Lochinver to Ullapool,,,Highland,2,217,712,outcrop,outcrop 15m WNW at NC 16725 15344 is lower,,,S,58.089142,-5.110464
9658,Ben Meadie,16C: Tongue to Wick and Helmsdale,,,Highland,2,217,712,,,,,S,58.486514,-4.109737
9659,Carn Gruama Beag,16C: Tongue to Wick and Helmsdale,,,Highland,2,217,712,cairn on boulder,knoll 10m N at NC 62887 38606 may be as high,,,S,58.31456,-4.342222
10291,Cruachan Treshnish,17E: Mull and Nearby Islands,Mull & surrounding islands,Mull,Argyll and Bute,2,217,712,,,,,S,56.543597,-6.31272
10292,Beinn Buidhe na Creige,17B: Minginish and the Cuillin Hills,Skye & surrounding islands,Skye,Highland,2,217,712,,,,,S,57.240622,-6.364091
11017,Meall Reamhar,19A: Oban to Loch Fyne,,,Argyll and Bute,2,217,712,mossy boulder,outcrop 35m N at NM 84068 06456 may be as high,,,S,56.201303,-5.482709
12339,Direadh Beinn,24A: Lewis and Nearby Islands,,Lewis and Harris,Na h-Eileanan Siar [Western Isles],2,217,712,,,,,S,58.146894,-6.937416
12942,Glenfarg Head,26A: Central Scotland from Dumbarton to Montrose,,,Perth and Kinross,2,217,712,grassy mound by tree,,,,S,56.29001,-3.458866
13471,The Knock,27A: Ayr to the River Clyde,,,North Ayrshire,2,217,712,ground c 2m NE of trig point,,,,S,55.825395,-4.870561
13472,Ardoch Hill,27C: The Glenkens to Annandale,,,Dumfries and Galloway,2,217,712,pile of rocks c 2m S of wall,,,,S,55.131809,-4.147766
13473,Blairinnie Hill,27C: The Glenkens to Annandale,,,Dumfries and Galloway,2,217,712,bracken mound in wood,outcrop 23m to SE is 0.5m lower,Seco 2x Hand Level,,S,55.003095,-3.97214
13474,Blackshaw Hill,27A: Ayr to the River Clyde,,,North Ayrshire,2,217,712,no feature: grass,c 30m S of topograph,,,S,55.696617,-4.821939
14232,White Hill,28A: Firth of Forth to the River Tweed,,,Scottish Borders,2,217,712,outcrop,,,,S,55.631258,-2.670577
14233,Dechmont Law,28A: Firth of Forth to the River Tweed,,,West Lothian,2,217,712,ground 17m north of trig point,,,,S,55.911278,-3.547102
14726,Pen Coed-y-gof,30F: Dolgellau to Machynlleth,,,Gwynedd,2,217,712,no feature: pasture,,,,W,52.63116,-3.997607
15370,Cefn-garth-uchaf,31C: South-West Wales,,,Cardiganshire [Ceredigion],2,217,712,no feature,,Seco 2x Hand Level,,W,52.181181,-3.972037
15372,Allt Mes,31C: South-West Wales,,,Carmarthenshire [Sir Gaerfyrddin],2,217,712,knoll,,,,W,52.04266,-3.757234
15373,Coed y Dyffryn,31A: Aberystwyth to Welshpool,,,Powys,2,217,712,knoll in pasture,,,,W,52.564295,-3.772656
16032,Carr Hill,33: Northumberland,,,Northumberland,2,217,712,ground by water tank,ground 30m W at NZ 01141 68842 may be as high,,,E,55.014224,-1.983264
16441,Hellifield Haw,35B: Central Pennines,Yorkshire Dales - Southern Fells,,North Yorkshire,2,217,712,no feature: ground near tree,,Abney level,,E,54.008962,-2.215878
16740,Banktop Hill,"36: Lancashire, Cheshire and S Pennines",,,Staffordshire,2,217,712,no feature,,Abney level,,E,53.01727,-2.295179
17101,Woodhampton Larches,38B: Welsh Borders S,,,Herefordshire,2,217,712,no feature,ground by hedge 235m N at SO 41618 67286 is probably lower,,,E,52.298437,-2.859762
17591,Burford Hill,40: South West England,,,Devon,2,217,712,low mound,summit is on N side of road just E of farm entrance; flat summit area,,,E,50.974943,-4.423403
18052,Barton Knap,40: South West England,,,Devon,2,217,712,no feature: pasture at hedgebank junction,,,,E,50.99224,-3.469255
18053,Bubb Down Hill,41: South Central England,,,Dorset,2,217,712,,,,,E,50.85206,-2.580962
19264,Goonamarris South Hill,40: South West England,,,Cornwall,2,217,712,no feature,,,,E,50.360643,-4.880042
20549,Croaghan Hill [Cruachan],45A: North East Donegal,S Donegal/W Tyrone,,Donegal,Ma,217,712,,,,,I,54.823529,-7.535572
20550,Maulin Mountain [Malainn],48B: Limerick to Killarney,W Limerick/N Kerry,,Kerry,Ma,217,712,,,,,I,52.410613,-9.878834
20551,Sceilg Mhichil [Great Skellig],50A: Iveragh Peninsula N,Iveragh NW,,Kerry,Ma,217,712,,,,,I,51.770771,-10.541809
20676,Kilnamanagh Hill,55B: Wicklow Hills N,Dublin/Wicklow,,Wicklow,"Hu,sMa",217,712,,,,,I,52.954758,-6.148244
21040,Mucklety Hill,45E: Sligo and N Roscommon,Ox Mountains,,Sligo,Hu,217,712,,,,,I,54.080394,-8.694392
7595,Pen y Graig-fawr,31A: Aberystwyth to Welshpool,Central Wales - Pumlumon,,Powys,2,216.7,711,trig point,,,,W,52.580359,-3.811518
5444,Devil's Dyke,42: South East England,,,West Sussex,2,216.5,710,ramparts of hill fort 2m W of trig point,edge of wood at TQ 25870 11075 and ground at TQ 25729 10899 possible natural summits but much man-made disturbance inside fort,Abney level,,E,50.883384,-0.213894
5620,Knock Scalbart,19B: Knapdale and Kintyre,,,Argyll and Bute,"Hu,2",216.3,710,rock within 2m of trig point,rock is 25cm above trig point FB,Abney level,,S,55.440917,-5.58976
1539,Scrae Field,22: Shetland Islands,Shetland - South,Shetland Mainland,Shetland Islands,"Ma,2",216,709,trig point,,Abney level,,S,60.107819,-1.250101
1540,Valla Field,22: Shetland Islands,Shetland - North East,Unst,Shetland Islands,"Ma,2",216,709,no feature: ground 2m NE of trig point,25cm higher than base of trig point; ground 12m SSE by fence (HP 58455 07840) is 15cm lower,Abney level,,S,60.749607,-0.929346
4852,Ballywilline Hill,19B: Knapdale and Kintyre,,,Argyll and Bute,"2,sHu",216.1,709,rock within 2m of trig point,rock is 5cm above trig point FB,Abney level,,S,55.455288,-5.611985
5074,Lochbank Hill,27C: The Glenkens to Annandale,,,Dumfries and Galloway,"Hu,2",216,709,outcrop,summit is in trees,,,S,55.007682,-3.695224
5624,Stacaiseal,24A: Lewis and Nearby Islands,,Lewis and Harris,Na h-Eileanan Siar [Western Isles],"2,sHu",216,709,,,,,S,58.241721,-6.590685
7746,Camp Hill,"36: Lancashire, Cheshire and S Pennines",,,Staffordshire,"2,sHu",216,709,ground by gate to compound,ground c 18m N of trig point might be as high,,,E,52.960753,-2.332816
7790,St Breock Beacon,40: South West England,,,Cornwall,"2,sHu",216,709,trig point,,,,E,50.47839,-4.865995
8118,Elrig,01C: Loch Lomond to Strathyre,,,Stirling,2,216,709,,,,,S,56.14644,-4.465905
8740,Glac Dhubh NE Top,10C: Loch Arkaig to Glen Moriston,,,Highland,2,216,709,mossy mound,adjacent to single pine,,,S,57.069803,-4.854822
9038,Cnoc Dubh-loch,13A: Loch Torridon to Loch Maree,,,Highland,2,216,709,small mossy cairn,,,,S,57.669619,-5.623219
9039,Meall Loch an Iasgair,13A: Loch Torridon to Loch Maree,,,Highland,2,216,709,,,,,S,57.783687,-5.690532
9176,Carn na Glaic Riabhaich,14A: Loch Maree to Loch Broom,,,Highland,2,216,709,,,,,S,57.84404,-5.430349
9660,Cnoc na Gaoithe,16D: Altnaharra to Dornoch,,,Highland,2,216,709,cairn,,obvious summit,,S,58.292969,-4.171751
10293,Ben Diubaig,17A: North Skye and Raasay,Skye & surrounding islands,Skye,Highland,2,216,709,,,,,S,57.50716,-6.482817
10294,Beinn Thuathalain,17A: North Skye and Raasay,Skye & surrounding islands,Skye,Highland,2,216,709,knoll,,,,S,57.351402,-6.374592
10295,Sgiath-bheinn Togabhaig,17C: South-East Skye and Scalpay,Skye & surrounding islands,Skye,Highland,Un,216,709,,,,,S,57.132232,-5.944486
11021,Creag nam Fitheach,19A: Oban to Loch Fyne,,,Argyll and Bute,2,216,709,,,,,S,56.182683,-5.496541
11022,Murill Hill,19B: Knapdale and Kintyre,,,Argyll and Bute,2,216,709,,,,,S,55.37063,-5.533421
11708,Corn Hill,21A: Tomintoul to Banff,,,Aberdeenshire,2,216,709,,,,,S,57.594732,-2.705949
12340,Beinn na Moine,24D: Barra to Barra Head,Barra & Sound of Barra (South),Barra,Na h-Eileanan Siar [Western Isles],2,216,709,outcrop,,,,S,56.971715,-7.496882
12796,An Campar,25: St Kilda,Atlantic Outliers - St Kilda & Rockall,Hirta,Na h-Eileanan Siar [Western Isles],2,216,709,rock outcrop,,,,S,57.827013,-8.615592
